ID,Date,Period,Site,Transect,Morphogroup,Family,Genus,Notes,
17Chpp31,0022-06-02,1,Chipman2,3,SB,Apidae,Ceratina,Male,
18Chpp31,0022-06-02,1,Chipman2,3,SB,Apidae,Ceratina,Male,
19Chpp31,0022-06-02,1,Chipman2,3,SB,Apidae,Ceratina,Male,
20Chpp31,0022-06-02,1,Chipman2,3,SB,Apidae,Ceratina,Male,
21Chpp31,0022-06-02,1,Chipman2,3,SB,Apidae,Ceratina,Male,
22Chpp31,0022-06-02,1,Chipman2,3,SB,Apidae,Ceratina,Male,
23Chpp31,0022-06-02,1,Chipman2,3,SB,Apidae,Ceratina,Male,
24Chpp31,0022-06-02,1,Chipman2,3,SB,Apidae,Ceratina,Female,
25Chpp31,0022-06-02,1,Chipman2,3,SB,Apidae,Ceratina,Male,
26Chpp31,0022-06-02,1,Chipman2,3,SB,Apidae,Ceratina,Female,
2Aso11,0022-06-08,1,Asotin,1,SB,Apidae,Ceratina,Male,
3Aso11,0022-06-08,1,Asotin,1,SB,Apidae,Ceratina,Male,
4Aso11,0022-06-08,1,Asotin,1,SB,Apidae,Ceratina,Male,
1Aso21,0022-06-08,1,Asotin,2,SB,Apidae,Ceratina,Male,
8Aso31,0022-06-08,1,Asotin,3,SB,Apidae,Ceratina,Female,
9Aso31,0022-06-08,1,Asotin,3,SB,Apidae,Ceratina,Male,
10Aso31,0022-06-08,1,Asotin,3,SB,Apidae,Ceratina,Male,
17Aso41,0022-06-08,1,Asotin,4,SB,Apidae,Ceratina,Male,
1Hut21,0022-06-22,1,Hutchins,2,SB,Apidae,Ceratina,Male,
4Ckk22,0022-06-27,2,Clark2,2,SB,Apidae,Ceratina,,
1Ckk32,0022-06-27,2,Clark2,3,SB,Apidae,Ceratina,,
9Ckk32,0022-06-27,2,Clark2,3,SB,Apidae,Ceratina,,
1Ckk42,0022-06-27,2,Clark2,3,SB,Apidae,Ceratina,,
2Ckk42,0022-06-27,2,Clark2,3,SB,Apidae,Ceratina,,
3Kam33,0022-07-19,3,Kamiak,3,SB,Apidae,Ceratina,,
13Kam11,0022-06-15,1,Kamiak,1,SB,Apidae,Ceratina,Male,
2Ckk11,0022-06-07,1,Clark2,1,SB,Apidae,Ceratina,Male,
1Ckk31,0022-06-07,1,Clark2,3,SB,Apidae,Ceratina,Male,
3Ckk41,0022-06-07,1,Clark2,4,SB,Apidae,Ceratina,Male,
4Ckk41,0022-06-07,1,Clark2,4,SB,Apidae,Ceratina,Male. Abdomen missing. Head missing/recovered.,
5Ckk41,0022-06-07,1,Clark2,4,SB,Apidae,Ceratina,Male,
6Ckk41,0022-06-07,1,Clark2,4,SB,Apidae,Ceratina,Male,
1SH23,0022-07-27,3,Smoot,2,SB,Apidae,Ceratina,,
1Chp23,0022-07-25,3,Chipman1,2,SB,Apidae,Ceratina,,
2Chp23,0022-07-25,3,Chipman1,2,SB,Apidae,Ceratina,,
3Chp23,0022-07-25,3,Chipman1,2,SB,Apidae,Ceratina,,
4Chp23,0022-07-25,3,Chipman1,2,SB,Apidae,Ceratina,,
1Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
2Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
3Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
4Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
5Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
6Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
7Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
8Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
9Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
10Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
11Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
12Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
13Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
14Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
17Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
18Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
19Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
20Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
21Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
22Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
23Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
24Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
25Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
26Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
27Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
28Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
29Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
33Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
34Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
35Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
37Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
38Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
39Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
40Chp33,0022-07-25,3,Chipman1,3,SB,Apidae,Ceratina,,
1Chp34,0022-07-25,3,Chipman1,4,SB,Apidae,Ceratina,,
2Chp34,0022-07-25,3,Chipman1,4,SB,Apidae,Ceratina,,
3Chp34,0022-07-25,3,Chipman1,4,SB,Apidae,Ceratina,,
4Ckk13,0022-07-26,3,Clark2,1,SB,Apidae,Ceratina,,
3Chp12,0022-07-05,2,Chipman1,1,SB,Apidae,Ceratina,,
4Chp12,0022-07-05,2,Chipman1,1,SB,Apidae,Ceratina,,
7Chp12,0022-07-05,2,Chipman1,1,SB,Apidae,Ceratina,,
5Chp32,0022-07-05,2,Chipman1,3,SB,Apidae,Ceratina,,
6Chp32,0022-07-05,2,Chipman1,3,SB,Apidae,Ceratina,,
7Chp32,0022-07-05,2,Chipman1,3,SB,Apidae,Ceratina,,
8Chp32,0022-07-05,2,Chipman1,3,SB,Apidae,Ceratina,,
9Chp32,0022-07-05,2,Chipman1,3,SB,Apidae,Ceratina,,
10Chp32,0022-07-05,2,Chipman1,3,SB,Apidae,Ceratina,,
5Chp42,0022-07-05,2,Chipman1,4,SB,Apidae,Ceratina,,
6Chp42,0022-07-05,2,Chipman1,4,SB,Apidae,Ceratina,,
7Chp42,0022-07-05,2,Chipman1,4,SB,Apidae,Ceratina,,
8Chp42,0022-07-05,2,Chipman1,4,SB,Apidae,Ceratina,,
9Chp42,0022-07-05,2,Chipman1,4,SB,Apidae,Ceratina,,
10Chp42,0022-07-05,2,Chipman1,4,SB,Apidae,Ceratina,,
6Kam32,0022-06-30,2,Kamiak,3,SB,Apidae,Ceratina,,
5Kam42,0022-06-30,2,Kamiak,4,SB,Apidae,Ceratina,,
4Aso32,0022-06-29,2,Asotin,3,SB,Apidae,Ceratina,,
5Ck11,0022-06-07,1,Clark1,1,SB,Apidae,Ceratina,,
6Ck11,0022-06-07,1,Clark1,1,SB,Apidae,Ceratina,,
7Ck11,0022-06-07,1,Clark1,1,SB,Apidae,Ceratina,,
8Ck11,0022-06-07,1,Clark1,1,SB,Apidae,Ceratina,,
9Ck11,0022-06-07,1,Clark1,1,SB,Apidae,Ceratina,,
10Ck11,0022-06-07,1,Clark1,1,SB,Apidae,Ceratina,,
11Ck11,0022-06-07,1,Clark1,1,SB,Apidae,Ceratina,,
12Ck11,0022-06-07,1,Clark1,1,SB,Apidae,Ceratina,,
13Ck11,0022-06-07,1,Clark1,1,SB,Apidae,Ceratina,,
14Ck11,0022-06-07,1,Clark1,1,SB,Apidae,Ceratina,,
15Ck11,0022-06-07,1,Clark1,1,SB,Apidae,Ceratina,,
16Ck11,0022-06-07,1,Clark1,1,SB,Apidae,Ceratina,,
17Ck11,0022-06-07,1,Clark1,1,SB,Apidae,Ceratina,,
18Ck11,0022-06-07,1,Clark1,1,SB,Apidae,Ceratina,abdomen missing,
1Ck21,0022-06-07,1,Clark1,2,SB,Apidae,Ceratina,,
2Ck21,0022-06-07,1,Clark1,2,SB,Apidae,Ceratina,,
3Ck21,0022-06-07,1,Clark1,2,SB,Apidae,Ceratina,,
1Ck31,0022-06-07,1,Clark1,3,SB,Apidae,Ceratina,,
58Ck41,0022-06-07,1,Clark1,4,SB,Apidae,Ceratina,,
59Ck41,0022-06-07,1,Clark1,4,SB,Apidae,Ceratina,,
60Ck41,0022-06-07,1,Clark1,4,SB,Apidae,Ceratina,,
61Ck41,0022-06-07,1,Clark1,4,SB,Apidae,Ceratina,,
62Ck41,0022-06-07,1,Clark1,4,SB,Apidae,Ceratina,,
3SH21,0022-06-21,1,Smoot ,2,SB,Apidae,Ceratina,,
4SH21,0022-06-21,1,Smoot ,2,SB,Apidae,Ceratina,,
5SH21,0022-06-21,1,Smoot ,2,SB,Apidae,Ceratina,,
7SH31,0022-06-21,1,Smoot ,3,SB,Apidae,Ceratina,,
8SH31,0022-06-21,1,Smoot ,3,SB,Apidae,Ceratina,,
9SH31,0022-06-21,1,Smoot ,3,SB,Apidae,Ceratina,,
10SH31,0022-06-21,1,Smoot ,3,SB,Apidae,Ceratina,,
11SH31,0022-06-21,1,Smoot ,3,SB,Apidae,Ceratina,,
12SH31,0022-06-21,1,Smoot ,3,SB,Apidae,Ceratina,,
20SH31,0022-06-21,1,Smoot ,3,SB,Apidae,Ceratina,,
3SH41,0022-06-21,1,Smoot ,4,SB,Apidae,Ceratina,,
7SH41,0022-06-21,1,Smoot ,4,SB,Apidae,Ceratina,abdomen missing,
9SH41,0022-06-21,1,Smoot ,4,SB,Apidae,Ceratina,,
18SH41,0022-06-21,1,Smoot ,4,SB,Apidae,Ceratina,"head missing, recovered",
19SH41,0022-06-21,1,Smoot ,4,SB,Apidae,Ceratina,,
27SH41,0022-06-21,1,Smoot ,4,SB,Apidae,Ceratina,missing head and abdomen,
1Chpp12,0022-07-05,2,Chipman2,1,SB,Apidae,Ceratina,F,
2Chpp32,0022-07-05,2,Chipman2,3,SB,Apidae,Ceratina,M,
3Chpp32,0022-07-05,2,Chipman2,3,SB,Apidae,Ceratina,M,
4Chpp32,0022-07-05,2,Chipman2,3,SB,Apidae,Ceratina,M,
5Chpp32,0022-07-05,2,Chipman2,3,SB,Apidae,Ceratina,M,
2Chpp42,0022-07-05,2,Chipman2,4,SB,Apidae,Ceratina,F,
3Chpp42,0022-07-05,2,Chipman2,4,SB,Apidae,Ceratina,F,
4Chpp42,0022-07-05,2,Chipman2,4,SB,Apidae,Ceratina,F,
5Chpp42,0022-07-05,2,Chipman2,4,SB,Apidae,Ceratina,F,
34Chpp41,0022-06-02,1,Chipman2,4,SB,Apidae,Ceratina ,Female,
30Chpp31,0022-06-02,1,Chipman2,3,SB,Apidae,Ceratina ,Female,
32Chpp31,0022-06-02,1,Chipman2,3,SB,Apidae,Ceratina ,Missing head,
34Chpp31,0022-06-02,1,Chipman2,3,SB,Apidae,Ceratina ,Missing head,
1Chpp11,0022-06-02,1,Chipman2,1,SB,Apidae,Ceratina ,Male,
2Chpp11,0022-06-02,1,Chipman2,1,SB,Apidae,Ceratina ,Female,
5Chpp11,0022-06-02,1,Chipman2,1,SB,Apidae,Ceratina ,Male,
6Chpp11,0022-06-02,1,Chipman2,1,SB,Apidae,Ceratina ,Female,
7Chpp11,0022-06-02,1,Chipman2,1,SB,Apidae,Ceratina ,Female,
8Chpp11,0022-06-02,1,Chipman2,1,SB,Apidae,Ceratina ,Male,
10Chpp11,0022-06-02,1,Chipman2,1,SB,Apidae,Ceratina ,Male,
1Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
2Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
3Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
4Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
5Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
6Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
7Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
8Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
9Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
10Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
11Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
12Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
13Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
14Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
15Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
16Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
17Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
18Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
19Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
20Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
21Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
22Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
23Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
24Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
25Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
26Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
27Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
28Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
29Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
30Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
31Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
32Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
33Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
34Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
35Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
36Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
37Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
38Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
39Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
40Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
41Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
43Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
44Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
45Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
46Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
47Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
48Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
49Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
50Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
51Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
52Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
53Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
54Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
55Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
56Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
59Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
60Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
61Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
62Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
63Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
64Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
65Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
66Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
67Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
68Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
69Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
70Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
71Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
72Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Female,
73Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
74Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
75Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
76Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
77Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
78Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
79Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
80Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
81Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
82Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
83Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
84Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
85Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
86Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
87Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
88Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
89Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
90Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
91Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
92Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
93Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
94Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
95Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
96Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
97Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
98Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
99Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
100Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Male,
101Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,"Abdomen missing, recovered",
102Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,Head missing,
103Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,"Head missing, recovered",
104Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,"Head missing, recovered",
105Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,"Head missing, recovered",
106Chpp21,0022-06-02,1,Chipman2,2,SB,Apidae,Ceratina ,"Head missing, recovered",
1Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
2Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
3Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
4Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
5Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
6Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
7Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
8Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
9Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
10Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
11Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
12Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
13Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
14Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
15Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
16Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
17Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
18Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
19Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
20Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
21Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
22Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
23Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
24Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
25Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
26Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
27Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
28Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
29Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
30Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Male,
31Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,Female,
32Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,"Male, abdomen missing",
33Chp11,0022-06-02,1,Chipman1,1,SB,Apidae,Ceratina ,"Male, abdomen missing",
1Chp21,0022-06-02,1,Chipman1,2,SB,Apidae,Ceratina ,Male,
4Chp21,0022-06-02,1,Chipman1,2,SB,Apidae,Ceratina ,Male,
5Chp21,0022-06-02,1,Chipman1,2,SB,Apidae,Ceratina ,Missing head,
7Chp21,0022-06-02,1,Chipman1,2,SB,Apidae,Ceratina ,Male,
8Chp21,0022-06-02,1,Chipman1,2,SB,Apidae,Ceratina ,Male,
9Chp21,0022-06-02,1,Chipman1,2,SB,Apidae,Ceratina ,Male,
10Chp21,0022-06-02,1,Chipman1,2,SB,Apidae,Ceratina ,Male,
11Chp21,0022-06-02,1,Chipman1,2,SB,Apidae,Ceratina ,Male,
12Chp21,0022-06-02,1,Chipman1,2,SB,Apidae,Ceratina ,"Male, abdomen missing/recovered",
13Chp21,0022-06-02,1,Chipman1,2,SB,Apidae,Ceratina ,Male,
14Chp21,0022-06-02,1,Chipman1,2,SB,Apidae,Ceratina ,Head missing/recovered,
15Chp21,0022-06-02,1,Chipman1,2,SB,Apidae,Ceratina ,Male,
16Chp21,0022-06-02,1,Chipman1,2,SB,Apidae,Ceratina ,Male,
1Chp31,0022-06-02,1,Chipman1,3,SB,Apidae,Ceratina ,Male,
2Chp31,0022-06-02,1,Chipman1,3,SB,Apidae,Ceratina ,Female,
3Chp31,0022-06-02,1,Chipman1,3,SB,Apidae,Ceratina ,Male,
4Chp31,0022-06-02,1,Chipman1,3,SB,Apidae,Ceratina ,Male,
5Chp31,0022-06-02,1,Chipman1,3,SB,Apidae,Ceratina ,Male,
9Chp31,0022-06-02,1,Chipman1,3,SB,Apidae,Ceratina ,Male,
10Chp31,0022-06-02,1,Chipman1,3,SB,Apidae,Ceratina ,Male,
12Chp31,0022-06-02,1,Chipman1,3,SB,Apidae,Ceratina ,Male,
13Chp31,0022-06-02,1,Chipman1,3,SB,Apidae,Ceratina ,Male,
14Chp31,0022-06-02,1,Chipman1,3,SB,Apidae,Ceratina ,Male,
15Chp31,0022-06-02,1,Chipman1,3,SB,Apidae,Ceratina ,Male,
16Chp31,0022-06-02,1,Chipman1,3,SB,Apidae,Ceratina ,Male,
17Chp31,0022-06-02,1,Chipman1,3,SB,Apidae,Ceratina ,Male,
18Chp31,0022-06-02,1,Chipman1,3,SB,Apidae,Ceratina ,Male,
19Chp31,0022-06-02,1,Chipman1,3,SB,Apidae,Ceratina ,Male,
20Chp31,0022-06-02,1,Chipman1,3,SB,Apidae,Ceratina ,Male,
21Chp31,0022-06-02,1,Chipman1,3,SB,Apidae,Ceratina ,Male,
5Chp41,0022-06-02,1,Chipman1,4,SB,Apidae,Ceratina ,Male,
8Chp41,0022-06-02,1,Chipman1,4,SB,Apidae,Ceratina ,Male,
9Chp41,0022-06-02,1,Chipman1,4,SB,Apidae,Ceratina ,Male,
2Ck12,0022-06-28,2,Clark1,1,SB,Apidae,Ceratina ,Female,
3Ck12,0022-06-28,2,Clark1,1,SB,Apidae,Ceratina ,Female,
4Ck12,0022-06-28,2,Clark1,1,SB,Apidae,Ceratina ,Male,
5Ck12,0022-06-28,2,Clark1,1,SB,Apidae,Ceratina ,Female,
2Ck22,0022-06-28,2,Clark1,2,SB,Apidae,Ceratina ,Female,
3Ck22,0022-06-28,2,Clark1,2,SB,Apidae,Ceratina ,,
4Ck22,0022-06-28,2,Clark1,2,SB,Apidae,Ceratina ,Female,
5Ck22,0022-06-28,2,Clark1,2,SB,Apidae,Ceratina ,Female,
6Ck22,0022-06-28,2,Clark1,2,SB,Apidae,Ceratina ,Female,
7Ck22,0022-06-28,2,Clark1,2,SB,Apidae,Ceratina ,Female,
8Ck22,0022-06-28,2,Clark1,2,SB,Apidae,Ceratina ,Female,
4Kam23,0022-07-19,3,Kamiak,2,SB,Colletidae,Colletes,,
6Chp12,0022-07-05,2,Chipman1,1,SB,Colletidae,Colletes,,
4Kam12,0022-06-30,2,Kamiak,1,OLB,Colletidae,Colletes,,
13Kam22,0022-06-30,2,Kamiak,2,OLB,Colletidae,Colletes,,
