ID,Date,Period,Site,Transect,Morphogroup,Family,Genus,Notes,
10Aso12,0022-06-29,2,Asotin,1,SB,Colletidae,Colletes,,
41Chp33,0022-07-25,3,Chipman1,3,OLB,Apidae,Diadasia,,
43Chp33,0022-07-25,3,Chipman1,3,OLB,Apidae,Diadasia,,
46Chp33,0022-07-25,3,Chipman1,3,OLB,Apidae,Diadasia,,
5Kam23,0022-07-19,3,Kamiak,2,SB,Halictidae,Dufourea,,
6Kam23,0022-07-19,3,Kamiak,2,SB,Halictidae,Dufourea,,
5Kam33,0022-07-19,3,Kamiak,3,SB,Halictidae,Dufourea,,
7Kam12,0022-06-30,2,Kamiak,1,SB,Halictidae,Dufourea,,
9Kam12,0022-06-30,2,Kamiak,1,SB,Halictidae,Dufourea,,
10Kam12,0022-06-30,2,Kamiak,1,SB,Halictidae,Dufourea,,
18Kam22,0022-06-30,2,Kamiak,2,SB,Halictidae,Dufourea,,
1SH13,0022-07-27,3,Smoot,1,OLB,Apidae,Epoleus,,
4SH13,0022-07-27,3,Smoot,1,OLB,Apidae,Epoleus,,
19Chpp41,0022-06-02,1,Chipman2,4,SB,Halictidae,Halictus,,
20Chpp41,0022-06-02,1,Chipman2,4,SB,Halictidae,Halictus,,
27Chpp41,0022-06-02,1,Chipman2,4,SB,Halictidae,Halictus,,
28Chpp41,0022-06-02,1,Chipman2,4,SB,Halictidae,Halictus,,
29Chpp41,0022-06-02,1,Chipman2,4,SB,Halictidae,Halictus,,
30Chpp41,0022-06-02,1,Chipman2,4,SB,Halictidae,Halictus,,
31Chpp41,0022-06-02,1,Chipman2,4,SB,Halictidae,Halictus,,
32Chpp41,0022-06-02,1,Chipman2,4,SB,Halictidae,Halictus,,
33Chpp41,0022-06-02,1,Chipman2,4,SB,Halictidae,Halictus,,
36Chpp41,0022-06-02,1,Chipman2,4,SB,Halictidae,Halictus,,
29Chpp31,0022-06-02,1,Chipman2,3,SB,Halictidae,Halictus,,
6Ck12,0022-06-28,2,Clark1,1,SB,Halictidae,Halictus,,
7Ck12,0022-06-28,2,Clark1,1,SB,Halictidae,Halictus,,
8Ck12,0022-06-28,2,Clark1,1,SB,Halictidae,Halictus,,
11Ck22,0022-06-28,2,Clark1,2,SB,Halictidae,Halictus,,
2Aso21,0022-06-08,1,Asotin,2,SB,Halictidae,Halictus,,
6Aso31,0022-06-08,1,Asotin,3,OLB,Halictidae,Halictus,,
16Aso41,0022-06-08,1,Asotin,4,OLB,Halictidae,Halictus,,
3Hut11,0022-06-22,1,Hutchins,1,SB,Halictidae,Halictus,,
6Hut11,0022-06-22,1,Hutchins,1,SB,Halictidae,Halictus,,
8Hut11,0022-06-22,1,Hutchins,1,SB,Halictidae,Halictus,,
9Hut11,0022-06-22,1,Hutchins,1,SB,Halictidae,Halictus,,
5Hut31,0022-06-22,1,Hutchins,3,SB,Halictidae,Halictus,,
5Hut41,0022-06-22,1,Hutchins,4,SB,Halictidae,Halictus,,
6Hut41,0022-06-22,1,Hutchins,4,SB,Halictidae,Halictus,,
7Hut41,0022-06-22,1,Hutchins,4,SB,Halictidae,Halictus,,
8Hut41,0022-06-22,1,Hutchins,4,SB,Halictidae,Halictus,,
9Hut41,0022-06-22,1,Hutchins,4,SB,Halictidae,Halictus,,
10Hut41,0022-06-22,1,Hutchins,4,SB,Halictidae,Halictus,,
11Hut41,0022-06-22,1,Hutchins,4,SB,Halictidae,Halictus,,
12Hut41,0022-06-22,1,Hutchins,4,SB,Halictidae,Halictus,,
13Hut41,0022-06-22,1,Hutchins,4,SB,Halictidae,Halictus,,
14Hut41,0022-06-22,1,Hutchins,4,SB,Halictidae,Halictus,,
16Hut41,0022-06-22,1,Hutchins,4,SB,Halictidae,Halictus,,
17Hut41,0022-06-22,1,Hutchins,4,SB,Halictidae,Halictus,,
18Hut41,0022-06-22,1,Hutchins,4,SB,Halictidae,Halictus,,
24Kam11,0022-06-15,1,Kamiak,1,SB,Halictidae,Halictus,Head and abdomen missing. Abdomen recovered,
28Kam11,0022-06-15,1,Kamiak,1,SB,Halictidae,Halictus,,
5Kam31,0022-06-15,1,Kamiak,3,SB,Halictidae,Halictus,,
6Kam41,0022-06-15,1,Kamiak,4,SB,Halictidae,Halictus,,
11Ckk21,0022-06-07,1,Clark2,2,OLB,Halictidae,Halictus,Abdomen missing/recovered,
12Ckk21,0022-06-07,1,Clark2,2,OLB,Halictidae,Halictus,,
16Ckk21,0022-06-07,1,Clark2,2,OLB,Halictidae,Halictus,,
4SH23,0022-07-27,3,Smoot,2,OLB,Halictidae,Halictus,,
5SH23,0022-07-27,3,Smoot,2,OLB,Halictidae,Halictus,,
3SH33,0022-07-27,3,Smoot,3,SB,Halictidae,Halictus,,
4SH43,0022-07-27,3,Smoot,3,SB,Halictidae,Halictus,,
5Chp23,0022-07-25,3,Chipman1,2,OLB,Halictidae,Halictus,,
42Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,,
47Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
48Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
49Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
50Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
51Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
52Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
53Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
54Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
55Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
56Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
57Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
58Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
59Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
60Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
61Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
62Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
63Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
64Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
65Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
66Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
67Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
68Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
69Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
70Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
71Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
72Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
73Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
74Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Halictus,ligatus,
4Chp34,0022-07-25,3,Chipman1,4,SB,Halictidae,Halictus,,
5Chp34,0022-07-25,3,Chipman1,4,SB,Halictidae,Halictus,,
6Chp34,0022-07-25,3,Chipman1,4,SB,Halictidae,Halictus,,
7Chp34,0022-07-25,3,Chipman1,4,SB,Halictidae,Halictus,,
8Chp34,0022-07-25,3,Chipman1,4,SB,Halictidae,Halictus,,
9Chp34,0022-07-25,3,Chipman1,4,SB,Halictidae,Halictus,,
5Hut33,0022-07-20,3,Hutchins,3,SB,Halictidae,Halictus,,
6Hut33,0022-07-20,3,Hutchins,3,SB,Halictidae,Halictus,,
7Hut33,0022-07-20,3,Hutchins,3,SB,Halictidae,Halictus,,
12Hut33,0022-07-20,3,Hutchins,3,SB,Halictidae,Halictus,,
4Hut43,0022-07-20,3,Hutchins,4,SB,Halictidae,Halictus,,
5Hut43,0022-07-20,3,Hutchins,4,SB,Halictidae,Halictus,,
7Hut43,0022-07-20,3,Hutchins,4,SB,Halictidae,Halictus,,
8Hut43,0022-07-20,3,Hutchins,4,SB,Halictidae,Halictus,,
9Hut43,0022-07-20,3,Hutchins,4,SB,Halictidae,Halictus,,
3Plaz23,0022-08-02,3,Plaza,2,SB,Halictidae,Halictus,,
2Plaz33,0022-08-02,3,Plaza,3,SB,Halictidae,Halictus,,
3Ckk13,0022-07-26,3,Clark2,1,SB,Halictidae,Halictus,,
1Span13,0022-08-02,3,Spangle,1,SB,Halictidae,Halictus,,
2Span13,0022-08-02,3,Spangle,1,SB,Halictidae,Halictus,,
3Span13,0022-08-02,3,Spangle,1,SB,Halictidae,Halictus,,
4Span13,0022-08-02,3,Spangle,1,SB,Halictidae,Halictus,,
5Span13,0022-08-02,3,Spangle,1,SB,Halictidae,Halictus,,
1Span23,0022-08-02,3,Spangle,2,SB,Halictidae,Halictus,,
2Span23,0022-08-02,3,Spangle,2,SB,Halictidae,Halictus,,
3Span23,0022-08-02,3,Spangle,2,SB,Halictidae,Halictus,,
5Span33,0022-08-02,3,Spangle,3,SB,Halictidae,Halictus,,
14Span33,0022-08-02,3,Spangle,3,SB,Halictidae,Halictus,,
15Span33,0022-08-02,3,Spangle,3,SB,Halictidae,Halictus,,
9Chp12,0022-07-05,2,Chipman1,1,SB,Halictidae,Halictus,Abodomen missing,
3Kam42,0022-06-30,2,Kamiak,4,SB,Halictidae,Halictus,,
75Ck41,0022-06-07,1,Clark1,4,SB,Halictidae,Halictus,,
78Ck41,0022-06-07,1,Clark1,4,SB,Halictidae,Halictus,,
1Span12,0022-07-06,2,Spangle,1,OLB,Halictidae,Halictus,,
4SH12,0022-07-08,2,Smoot ,1,OLB,Halictidae,Halictus,,
5SH12,0022-07-08,2,Smoot ,1,OLB,Halictidae,Halictus,,
6SH22,0022-07-08,2,Smoot ,2,OLB,Halictidae,Halictus,,
7SH22,0022-07-08,2,Smoot ,2,OLB,Halictidae,Halictus,,
3SH32,0022-07-08,2,Smoot ,3,OLB,Halictidae,Halictus,,
5Plaz42,0022-07-06,2,Plaza,4,OLB,Halictidae,Halictus,,
6Plaz42,0022-07-06,2,Plaza,4,OLB,Halictidae,Halictus,,
1SH11,0022-06-21,1,Smoot ,1,SB,Halictidae,Halictus,,
6SH21,0022-06-21,1,Smoot ,2,SB,Halictidae,Halictus,,
7SH21,0022-06-21,1,Smoot ,2,SB,Halictidae,Halictus,,
9SH21,0022-06-21,1,Smoot ,2,SB,Halictidae,Halictus,,
10SH21,0022-06-21,1,Smoot ,2,SB,Halictidae,Halictus,,
11SH21,0022-06-21,1,Smoot ,2,SB,Halictidae,Halictus,,
12SH21,0022-06-21,1,Smoot ,2,SB,Halictidae,Halictus,,
13SH21,0022-06-21,1,Smoot ,2,SB,Halictidae,Halictus,,
14SH21,0022-06-21,1,Smoot ,2,SB,Halictidae,Halictus,,
5SH31,0022-06-21,1,Smoot ,3,SB,Halictidae,Halictus,,
22SH31,0022-06-21,1,Smoot ,3,SB,Halictidae,Halictus,,
24SH31,0022-06-21,1,Smoot ,3,SB,Halictidae,Halictus,,
28SH31,0022-06-21,1,Smoot ,3,SB,Halictidae,Halictus,,
36SH31,0022-06-21,1,Smoot ,3,SB,Halictidae,Halictus,,
37SH31,0022-06-21,1,Smoot ,3,SB,Halictidae,Halictus,,
38SH31,0022-06-21,1,Smoot ,3,SB,Halictidae,Halictus,,
47SH31,0022-06-21,1,Smoot ,3,SB,Halictidae,Halictus,,
11SH41,0022-06-21,1,Smoot ,4,SB,Halictidae,Halictus,,
22SH41,0022-06-21,1,Smoot ,4,SB,Halictidae,Halictus,,
9Hut32,0022-07-07,2,Hutchins,3,SB,Halictidae,Halictus,,
11Hut42,0022-07-07,2,Hutchins,4,SB,Halictidae,Halictus,,
5Ckk13,0022-07-26,3,Clark2,1,SB,Megachilidae,Heriades,,
1Ckk23,0022-07-26,3,Clark2,2,SB,Megachilidae,Heriades,,
77Chp33,0022-07-25,3,Chipman1,3,SB,Megachilidae,Hoplitis,,
10Ck22,0022-06-28,2,Clark1,2,SB,Colletidae,Hylaeus,,
4Ckk32,0022-06-27,2,Clark2,3,SB,Colletidae,Hylaeus,,
2Kam23,0022-07-19,3,Kamiak,2,SB,Colletidae,Hylaeus,,
1Ckk43,0022-07-26,3,Clark2,4,SB,Colletidae,Hylaeus,,
2Ckk43,0022-07-26,3,Clark2,4,SB,Colletidae,Hylaeus,,
4Ckk43,0022-07-26,3,Clark2,4,SB,Colletidae,Hylaeus,,
1Span32,0022-07-06,2,Spangle,3,SB,Colletidae,Hylaeus,,
1Span42,0022-07-06,2,Spangle,4,SB,Colletidae,Hylaeus,,
4Plaz42,0022-07-06,2,Plaza,4,SB,Colletidae,Hylaeus,,
12Hut42,0022-07-07,2,Hutchins,4,SB,Colletidae,Hylaeus,,
11Chpp41,0022-06-02,1,Chipman2,4,SB,Halictidae,Lasioglossum,,
13Chpp41,0022-06-02,1,Chipman2,4,SB,Halictidae,Lasioglossum,,
16Chpp41,0022-06-02,1,Chipman2,4,SB,Halictidae,Lasioglossum,,
18Chpp41,0022-06-02,1,Chipman2,4,SB,Halictidae,Lasioglossum,,
33Chpp31,0022-06-02,1,Chipman2,3,SB,Halictidae,Lasioglossum,Missing head,
35Chpp31,0022-06-02,1,Chipman2,3,SB,Halictidae,Lasioglossum,Missing head,
11Chpp11,0022-06-02,1,Chipman2,1,SB,Halictidae,Lasioglossum,,
6Chp21,0022-06-02,1,Chipman1,2,SB,Halictidae,Lasioglossum,,
11Chp31,0022-06-02,1,Chipman1,3,OLB,Halictidae,Lasioglossum,,
7Chp41,0022-06-02,1,Chipman1,4,SB,Halictidae,Lasioglossum,,
9Ck12,0022-06-28,2,Clark1,1,SB,Halictidae,Lasioglossum,,
10Ck12,0022-06-28,2,Clark1,1,SB,Halictidae,Lasioglossum,,
12Ck22,0022-06-28,2,Clark1,2,SB,Halictidae,Lasioglossum,,
1Ck42,0022-06-28,2,Clark1,4,SB,Halictidae,Lasioglossum,,
3Ck42,0022-06-28,2,Clark1,4,SB,Halictidae,Lasioglossum,,
6Ck42,0022-06-28,2,Clark1,4,SB,Halictidae,Lasioglossum,,
7Aso31,0022-06-08,1,Asotin,3,SB,Halictus ,Lasioglossum,,
11Aso31,0022-06-08,1,Asotin,3,SB,Halictus ,Lasioglossum,,
21Aso41,0022-06-08,1,Asotin,4,SB,Halictidae,Lasioglossum,,
22Aso41,0022-06-08,1,Asotin,4,SB,Halictidae,Lasioglossum,,
23Aso41,0022-06-08,1,Asotin,4,SB,Halictidae,Lasioglossum,,
2Span21,0022-06-09,1,Spangle,2,SB,Halictidae,Lasioglossum,,
1Hut11,0022-06-22,1,Hutchins,1,SB,Halictidae,Lasioglossum,,
4Hut11,0022-06-22,1,Hutchins,1,SB,Halictidae,Lasioglossum,,
5Hut11,0022-06-22,1,Hutchins,1,SB,Halictidae,Lasioglossum,,
7Hut11,0022-06-22,1,Hutchins,1,SB,Halictidae,Lasioglossum,,
2Hut21,0022-06-22,1,Hutchins,2,SB,Halictidae,Lasioglossum,,
4Hut31,0022-06-22,1,Hutchins,3,SB,Halictidae,Lasioglossum,,
6Hut31,0022-06-22,1,Hutchins,3,SB,Halictidae,Lasioglossum,Abdomen missing,
15Hut41,0022-06-22,1,Hutchins,4,SB,Halictidae,Lasioglossum,,
10Ckk32,0022-06-27,2,Clark2,3,SB,Halictidae,Lasioglossum,,
2Kam13,0022-07-19,3,Kamiak,1,SB,Halictidae,Lasioglossum,,
1Kam23,0022-07-19,3,Kamiak,2,SB,Halictidae,Lasioglossum,,
3Kam23,0022-07-19,3,Kamiak,2,SB,Halictidae,Lasioglossum,,
2Kam33,0022-07-19,3,Kamiak,3,SB,Halictidae,Lasioglossum,,
4Kam33,0022-07-19,3,Kamiak,3,SB,Halictidae,Lasioglossum,,
6Kam43,0022-07-19,3,Kamiak,4,OLB,Halictidae,Lasioglossum,,
27Kam11,0022-06-15,1,Kamiak,1,SB,Halictidae,Lasioglossum,,
4Kam31,0022-06-15,1,Kamiak,3,SB,Halictidae,Lasioglossum,,
6Kam31,0022-06-15,1,Kamiak,3,SB,Halictidae,Lasioglossum,,
9Kam31,0022-06-15,1,Kamiak,3,SB,Halictidae,Lasioglossum,,
4Ckk11,0022-06-07,1,Clark2,1,SB,Halictidae,Lasioglossum,,
5Ckk11,0022-06-07,1,Clark2,1,SB,Halictidae,Lasioglossum,,
10Ckk21,0022-06-07,1,Clark2,2,SB,Halictidae,Lasioglossum,,
2SH13,0022-07-27,3,Smoot,1,SB,Halictidae,Lasioglossum,,
3SH13,0022-07-27,3,Smoot,1,SB,Halictidae,Lasioglossum,*Silas check. Keys out to lasioglossum but has yellow legs,
5SH13,0022-07-27,3,Smoot,1,OLB,Halictidae,Lasioglossum,,
2SH23,0022-07-27,3,Smoot,2,SB,Halictidae,Lasioglossum,,
3SH23,0022-07-27,3,Smoot,2,OLB,Halictidae,Lasioglossum,,
3SH43,0022-07-27,3,Smoot,3,OLB,Halictidae,Lasioglossum,,
5Ck13,0022-07-26,3,Clark1,1,SB,Halictidae,Lasioglossum,Abdomen missing,
6Ck13,0022-07-26,3,Clark1,1,SB,Halictidae,Lasioglossum,,
1Ck23,0022-07-26,3,Clark1,2,SB,Halictidae,Lasioglossum,,
2Ck23,0022-07-26,3,Clark1,2,SB,Halictidae,Lasioglossum,,
3Ck23,0022-07-26,3,Clark1,2,SB,Halictidae,Lasioglossum,,
1Ck24,0022-07-26,3,Clark1,4,SB,Halictidae,Lasioglossum,,
3Plaz21,0022-06-09,1,Plaza,2,SB,Halictidae,Lasioglossum,,
2Plaz41,0022-06-09,1,Plaza,4,SB,Halictidae,Lasioglossum,,
3Chp13,0022-07-25,3,Chipman1,1,SB,Halictidae,Lasioglossum,,
4Chp13,0022-07-25,3,Chipman1,1,SB,Halictidae,Lasioglossum,,
36Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Lasioglossum,,
76Chp33,0022-07-25,3,Chipman1,3,SB,Halictidae,Lasioglossum,,
1Hut13,0022-07-20,3,Hutchins,1,SB,Halictidae,Lasioglossum,Abodomen broken,
2Hut13,0022-07-20,3,Hutchins,1,SB,Halictidae,Lasioglossum,,
3Hut23,0022-07-20,3,Hutchins,2,SB,Halictidae,Lasioglossum,head missing,
5Hut23,0022-07-20,3,Hutchins,2,SB,Halictidae,Lasioglossum,,
8Hut33,0022-07-20,3,Hutchins,3,SB,Halictidae,Lasioglossum,,
9Hut33,0022-07-20,3,Hutchins,3,SB,Halictidae,Lasioglossum,,
10Hut33,0022-07-20,3,Hutchins,3,SB,Halictidae,Lasioglossum,,
11Hut33,0022-07-20,3,Hutchins,3,SB,Halictidae,Lasioglossum,,
13Hut33,0022-07-20,3,Hutchins,3,SB,Halictidae,Lasioglossum,,
14Hut33,0022-07-20,3,Hutchins,3,SB,Halictidae,Lasioglossum,,
15Hut33,0022-07-20,3,Hutchins,3,SB,Halictidae,Lasioglossum,,
16Hut33,0022-07-20,3,Hutchins,3,SB,Halictidae,Lasioglossum,,
17Hut33,0022-07-20,3,Hutchins,3,SB,Halictidae,Lasioglossum,,
18Hut33,0022-07-20,3,Hutchins,3,SB,Halictidae,Lasioglossum,,
19Hut33,0022-07-20,3,Hutchins,3,SB,Halictidae,Lasioglossum,,
20Hut33,0022-07-20,3,Hutchins,3,SB,Halictidae,Lasioglossum,,
21Hut33,0022-07-20,3,Hutchins,3,SB,Halictidae,Lasioglossum,"Head missing, recovered",
22Hut33,0022-07-20,3,Hutchins,3,SB,Halictidae,Lasioglossum,,
23Hut33,0022-07-20,3,Hutchins,3,SB,Halictidae,Lasioglossum,,
24Hut33,0022-07-20,3,Hutchins,3,SB,Halictidae,Lasioglossum,,
2Hut43,0022-07-20,3,Hutchins,4,SB,Halictidae,Lasioglossum,,
3Hut43,0022-07-20,3,Hutchins,4,SB,Halictidae,Lasioglossum,,
6Hut43,0022-07-20,3,Hutchins,4,SB,Halictidae,Lasioglossum,,
10Hut43,0022-07-20,3,Hutchins,4,SB,Halictidae,Lasioglossum,,
2Plaz13,0022-08-02,3,Plaza,1,SB,Halictidae,Lasioglossum,,
3Plaz13,0022-08-02,3,Plaza,1,SB,Halictidae,Lasioglossum,,
4Plaz13,0022-08-02,3,Plaza,1,SB,Halictidae,Lasioglossum,,
5Plaz13,0022-08-02,3,Plaza,1,SB,Halictidae,Lasioglossum,,
6Plaz13,0022-08-02,3,Plaza,1,SB,Halictidae,Lasioglossum,,
8Plaz13,0022-08-02,3,Plaza,1,SB,Halictidae,Lasioglossum,,
9Plaz13,0022-08-02,3,Plaza,1,SB,Halictidae,Lasioglossum,,
10Plaz13,0022-08-02,3,Plaza,1,SB,Halictidae,Lasioglossum,,
2Plaz23,0022-08-02,3,Plaza,2,SB,Halictidae,Lasioglossum,,
4Plaz23,0022-08-02,3,Plaza,2,SB,Halictidae,Lasioglossum,,
5Plaz23,0022-08-02,3,Plaza,2,SB,Halictidae,Lasioglossum,,
6Plaz23,0022-08-02,3,Plaza,2,SB,Halictidae,Lasioglossum,,
3Plaz33,0022-08-02,3,Plaza,3,SB,Halictidae,Lasioglossum,,
4Plaz33,0022-08-02,3,Plaza,3,SB,Halictidae,Lasioglossum,,
1Plaz43,0022-08-02,3,Plaza,4,SB,Halictidae,Lasioglossum,,
2Plaz43,0022-08-02,3,Plaza,4,SB,Halictidae,Lasioglossum,Abodomen missing,
3Plaz43,0022-08-02,3,Plaza,4,SB,Halictidae,Lasioglossum,,
1Ckk13,0022-07-26,3,Clark2,1,SB,Halictidae,Lasioglossum,,
2Ckk13,0022-07-26,3,Clark2,1,SB,Halictidae,Lasioglossum,,
6Span13,0022-08-02,3,Spangle,1,SB,Halictidae,Lasioglossum,,
7Span13,0022-08-02,3,Spangle,1,SB,Halictidae,Lasioglossum,,
8Span13,0022-08-02,3,Spangle,1,SB,Halictidae,Lasioglossum,,
9Span13,0022-08-02,3,Spangle,1,SB,Halictidae,Lasioglossum,,
10Span13,0022-08-02,3,Spangle,1,SB,Halictidae,Lasioglossum,,
4Span33,0022-08-02,3,Spangle,3,OLB,Halictidae,Lasioglossum,,
6Span33,0022-08-02,3,Spangle,3,SB,Halictidae,Lasioglossum,,
7Span33,0022-08-02,3,Spangle,3,SB,Halictidae,Lasioglossum,,
8Span33,0022-08-02,3,Spangle,3,SB,Halictidae,Lasioglossum,,
9Span33,0022-08-02,3,Spangle,3,SB,Halictidae,Lasioglossum,,
10Span33,0022-08-02,3,Spangle,3,SB,Halictidae,Lasioglossum,,
11Span33,0022-08-02,3,Spangle,3,SB,Halictidae,Lasioglossum,,
12Span33,0022-08-02,3,Spangle,3,SB,Halictidae,Lasioglossum,,
13Span33,0022-08-02,3,Spangle,3,SB,Halictidae,Lasioglossum,,
1Span43,0022-08-02,3,Spangle,4,SB,Halictidae,Lasioglossum,,
2Span43,0022-08-02,3,Spangle,4,SB,Halictidae,Lasioglossum,,
3Span43,0022-08-02,3,Spangle,4,SB,Halictidae,Lasioglossum,,
1Aso23,0022-07-21,3,Asotin,2,SB,Halictidae,Lasioglossum,,
2Aso23,0022-07-21,3,Asotin,2,SB,Halictidae,Lasioglossum,,
4Aso33,0022-07-21,3,Asotin,3,SB,Halictidae,Lasioglossum,*Same as 3SH13,
5Aso33,0022-07-21,3,Asotin,3,SB,Halictidae,Lasioglossum,,
6Aso33,0022-07-21,3,Asotin,3,SB,Halictidae,Lasioglossum,,
7Aso33,0022-07-21,3,Asotin,3,SB,Halictidae,Lasioglossum,,
8Aso33,0022-07-21,3,Asotin,3,SB,Halictidae,Lasioglossum,,
9Aso33,0022-07-21,3,Asotin,3,SB,Halictidae,Lasioglossum,,
22Aso43,0022-07-21,3,Asotin,4,SB,Halictidae,Lasioglossum,,
23Aso43,0022-07-21,3,Asotin,4,SB,Halictidae,Lasioglossum,,
24Aso43,0022-07-21,3,Asotin,4,SB,Halictidae,Lasioglossum,,
25Aso43,0022-07-21,3,Asotin,4,SB,Halictidae,Lasioglossum,,
26Aso43,0022-07-21,3,Asotin,4,SB,Halictidae,Lasioglossum,,
27Aso43,0022-07-21,3,Asotin,4,SB,Halictidae,Lasioglossum,,
28Aso43,0022-07-21,3,Asotin,4,SB,Halictidae,Lasioglossum,,
29Aso43,0022-07-21,3,Asotin,4,SB,Halictidae,Lasioglossum,,
30Aso43,0022-07-21,3,Asotin,4,SB,Halictidae,Lasioglossum,,
31Aso43,0022-07-21,3,Asotin,4,SB,Halictidae,Lasioglossum,,
32Aso43,0022-07-21,3,Asotin,4,SB,Halictidae,Lasioglossum,,
33Aso43,0022-07-21,3,Asotin,4,SB,Halictidae,Lasioglossum,,
34Aso43,0022-07-21,3,Asotin,4,SB,Halictidae,Lasioglossum,,
35Aso43,0022-07-21,3,Asotin,4,SB,Halictidae,Lasioglossum,,
36Aso43,0022-07-21,3,Asotin,4,SB,Halictidae,Lasioglossum,,
37Aso43,0022-07-21,3,Asotin,4,SB,Halictidae,Lasioglossum,,
5Chp12,0022-07-05,2,Chipman1,1,SB,Halictidae,Lasioglossum,,
8Chp12,0022-07-05,2,Chipman1,1,SB,Halictidae,Lasioglossum,,
13Chp32,0022-07-05,2,Chipman1,3,SB,Halictidae,Lasioglossum,,
6Kam12,0022-06-30,2,Kamiak,1,OLB,Halictidae,Lasioglossum,,
8Kam12,0022-06-30,2,Kamiak,1,SB,Halictidae,Lasioglossum,,
11Kam22,0022-06-30,2,Kamiak,2,OLB,Halictidae,Lasioglossum,,
12Kam22,0022-06-30,2,Kamiak,2,OLB,Halictidae,Lasioglossum,,
14Kam22,0022-06-30,2,Kamiak,2,SB,Halictidae,Lasioglossum,,
15Kam22,0022-06-30,2,Kamiak,2,SB,Halictidae,Lasioglossum,,
16Kam22,0022-06-30,2,Kamiak,2,SB,Halictidae,Lasioglossum,,
17Kam22,0022-06-30,2,Kamiak,2,SB,Halictidae,Lasioglossum,,
6Kam42,0022-06-30,2,Kamiak,4,SB,Halictidae,Lasioglossum,,
9Aso12,0022-06-29,2,Asotin,1,SB,Halictidae,Lasioglossum,,
13Aso12,0022-06-29,2,Asotin,1,SB,Halictidae,Lasioglossum,,
20Aso12,0022-06-29,2,Asotin,1,SB,Halictidae,Lasioglossum,,
8Aso22,0022-06-29,2,Asotin,2,OLB,Halictidae,Lasioglossum,,
9Aso22,0022-06-29,2,Asotin,2,OLB,Halictidae,Lasioglossum,,
10Aso22,0022-06-29,2,Asotin,2,SB,Halictidae,Lasioglossum,,
11Aso22,0022-06-29,2,Asotin,2,SB,Halictidae,Lasioglossum,,
12Aso22,0022-06-29,2,Asotin,2,SB,Halictidae,Lasioglossum,,
13Aso22,0022-06-29,2,Asotin,2,SB,Halictidae,Lasioglossum,,
14Aso22,0022-06-29,2,Asotin,2,SB,Halictidae,Lasioglossum,,
15Aso22,0022-06-29,2,Asotin,2,SB,Halictidae,Lasioglossum,,
16Aso22,0022-06-29,2,Asotin,2,SB,Halictidae,Lasioglossum,,
18Aso22,0022-06-29,2,Asotin,2,SB,Halictidae,Lasioglossum,,
19Aso22,0022-06-29,2,Asotin,2,SB,Halictidae,Lasioglossum,,
2Aso32,0022-06-29,2,Asotin,3,OLB,Halictidae,Lasioglossum,,
3Aso32,0022-06-29,2,Asotin,3,SB,Halictidae,Lasioglossum,,
53Aso42,0022-06-29,2,Asotin,4,SB,Halictidae,Lasioglossum,,
54Aso42,0022-06-29,2,Asotin,4,SB,Halictidae,Lasioglossum,,
